SnapshotTime	RecentPlays	AllTimePlays	Favorites	Likes	Bookmarks	AverageRating	NumberOfRatings
6/22/2022 3:37:55 AM	384	43861	98	0	0	3.5833333	12
6/22/2022 3:43:21 AM	384	43861	98	0	0	3.5833333	12
6/22/2022 3:53:20 AM	383	43861	98	0	0	3.5833333	12
6/22/2022 3:56:09 AM	384	43862	98	0	0	3.5833333	12
6/22/2022 4:09:43 AM	386	43864	98	0	0	3.5833333	12
6/22/2022 4:12:26 AM	387	43865	98	0	0	3.5833333	12
6/22/2022 4:19:32 AM	387	43865	98	0	0	3.5833333	12
6/22/2022 4:21:27 AM	387	43865	98	0	0	3.5833333	12
6/22/2022 4:28:55 AM	387	43866	98	0	0	3.5833333	12
6/22/2022 4:30:22 AM	387	43866	98	0	0	3.5833333	12
6/22/2022 4:34:46 AM	387	43866	98	0	0	3.5833333	12
6/22/2022 4:36:48 AM	387	43866	98	0	0	3.5833333	12
6/22/2022 4:39:47 AM	387	43866	98	0	0	3.5833333	12
6/22/2022 5:06:24 AM	391	43871	98	0	0	3.5833333	12
6/22/2022 5:22:19 AM	391	43871	98	0	0	3.5833333	12
6/22/2022 6:37:10 AM	393	43875	98	0	0	3.5833333	12
6/22/2022 6:39:13 AM	393	43875	98	0	0	3.5833333	12
6/22/2022 6:42:47 AM	393	43875	98	0	0	3.5833333	12
6/22/2022 6:53:25 AM	394	43876	98	0	0	3.5833333	12
6/22/2022 7:05:11 AM	394	43877	98	0	0	3.5833333	12
6/22/2022 7:48:38 AM	393	43877	98	0	0	3.5833333	12
6/22/2022 8:06:05 AM	394	43878	98	0	0	3.5833333	12
6/22/2022 8:52:22 AM	396	43881	98	0	0	3.5833333	12
6/22/2022 9:04:32 AM	395	43881	98	0	0	3.5833333	12
6/22/2022 9:48:35 AM	394	43881	98	0	0	3.5833333	12
6/22/2022 10:05:13 AM	394	43881	98	0	0	3.5833333	12
6/22/2022 10:53:08 AM	392	43881	98	0	0	3.5833333	12
6/22/2022 11:04:59 AM	392	43881	98	0	0	3.5833333	12
6/22/2022 11:50:00 AM	391	43881	98	0	0	3.5833333	12
6/22/2022 12:07:16 PM	390	43881	98	0	0	3.5833333	12
6/22/2022 1:01:17 PM	389	43881	98	0	0	3.5833333	12
6/22/2022 1:55:21 PM	387	43881	98	0	0	3.5833333	12
6/22/2022 2:04:43 PM	387	43881	98	0	0	3.5833333	12
6/22/2022 2:49:48 PM	386	43881	98	0	0	3.5833333	12
6/22/2022 3:05:38 PM	386	43881	98	0	0	3.5833333	12
6/22/2022 3:49:47 PM	385	43881	98	0	0	3.5833333	12
6/22/2022 4:04:48 PM	384	43881	98	0	0	3.5833333	12
6/22/2022 4:08:41 PM	384	43881	98	0	0	3.5833333	12
6/22/2022 4:17:23 PM	384	43881	98	0	0	3.5833333	12
6/22/2022 4:27:09 PM	383	43881	98	0	0	3.5833333	12
6/22/2022 4:28:21 PM	384	43881	98	0	0	3.5833333	12
6/22/2022 4:36:30 PM	383	43881	98	0	0	3.5833333	12
6/22/2022 4:38:37 PM	383	43881	98	0	0	3.5833333	12
6/22/2022 4:56:32 PM	383	43881	98	0	0	3.5833333	12
6/22/2022 5:10:38 PM	382	43881	98	0	0	3.5833333	12
6/22/2022 5:51:23 PM	382	43882	98	0	0	3.5833333	12
6/22/2022 6:06:06 PM	382	43882	98	0	0	3.5833333	12
6/22/2022 6:44:06 PM	381	43882	98	0	0	3.5833333	12
6/22/2022 6:51:39 PM	381	43882	98	0	0	3.5833333	12
6/22/2022 6:55:03 PM	381	43882	98	0	0	3.5833333	12
6/22/2022 7:04:45 PM	380	43882	98	0	0	3.5833333	12
6/22/2022 7:49:37 PM	385	43888	98	0	0	3.5833333	12
6/22/2022 8:05:15 PM	385	43888	98	0	0	3.5833333	12
6/22/2022 8:49:23 PM	384	43888	98	0	0	3.5833333	12
6/22/2022 9:05:42 PM	383	43888	98	0	0	3.5833333	12
6/22/2022 9:48:30 PM	384	43890	98	0	0	3.5833333	12
6/22/2022 10:46:22 PM	382	43890	98	0	0	3.5833333	12
6/22/2022 10:50:53 PM	383	43891	98	0	0	3.5833333	12
6/22/2022 11:04:25 PM	384	43892	98	0	0	3.5833333	12
6/22/2022 11:48:51 PM	388	43897	98	0	0	3.5833333	12
